arquivo;hash_md5sum
constructors.csv;aeb18a126a076d482657487ebbbec997
drivers.csv;dd7887d3364ebbabd79caab6d71e9db2
races.csv;5fd1846fbb8b36d82c4dba718bbaec19
results.csv;c5a45ca7f56e47d820b02efb45224330
